ingestion_time,api_time,icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,geo_altitude,on_ground,velocity,speed_kmh,true_track,vertical_rate,squawk,spi,position_source,region,baro_altitude_ft,geo_altitude_ft,altitude_band,aircraft_location_wkt
2026-05-25 13:42:42.110496+00:00,2026-05-25 13:42:25+00:00,801645,AIC3PX,India,2026-05-25 13:42:23+00:00,2026-05-25 13:42:24+00:00,77.1059,28.542,373.38,213.36,False,68.75,247.5,283.41,-3.25,,False,0,India,1225.0000392,700.0000224,"0-5,000 m",POINT(77.1059 28.542)
2026-05-25 13:42:42.110496+00:00,2026-05-25 13:42:25+00:00,80162f,AIC9NV,India,2026-05-25 13:42:24+00:00,2026-05-25 13:42:24+00:00,76.9387,29.3086,4229.1,4396.74,False,186.94,672.984,147.36,-10.08,,False,0,India,13875.000444000001,14425.000461599999,"0-5,000 m",POINT(76.9387 29.3086)
2026-05-25 13:42:42.110496+00:00,2026-05-25 13:42:25+00:00,80163d,IGO154H,India,2026-05-25 13:42:24+00:00,2026-05-25 13:42:25+00:00,87.5656,26.0372,10972.8,11658.6,False,216.22,778.392,259.3,0.33,,False,0,India,36000.001152,38250.001224,"10,000-12,000 m",POINT(87.5656 26.0372)
2026-05-25 13:42:42.110496+00:00,2026-05-25 13:42:25+00:00,801647,IGO312F,India,2026-05-25 13:42:20+00:00,2026-05-25 13:42:22+00:00,87.6911,22.5969,6995.16,7368.54,False,181.74,654.264,272.27,10.73,,False,0,India,22950.0007344,24175.0007736,"5,000-10,000 m",POINT(87.6911 22.5969)
2026-05-25 13:42:42.110496+00:00,2026-05-25 13:42:25+00:00,801648,IGO449E,India,2026-05-25 13:42:24+00:00,2026-05-25 13:42:24+00:00,78.504,26.6622,11277.6,11940.54,False,249.16,896.976,145.26,0.0,,False,0,India,37000.001184,39175.0012536,"10,000-12,000 m",POINT(78.504 26.6622)
2026-05-25 13:42:42.110496+00:00,2026-05-25 13:42:25+00:00,801657,AIC8QL,India,2026-05-25 13:40:33+00:00,2026-05-25 13:40:33+00:00,77.0803,28.5636,,,True,4.37,15.732000000000001,126.56,,,False,0,India,,,,POINT(77.0803 28.5636)
2026-05-25 13:42:42.110496+00:00,2026-05-25 13:42:25+00:00,801618,SDG464,India,2026-05-25 13:42:25+00:00,2026-05-25 13:42:25+00:00,70.63,22.8817,5509.26,5791.2,False,202.15,727.74,111.34,15.61,6302,False,0,India,18075.000578400002,19000.000608,"5,000-10,000 m",POINT(70.63 22.8817)
2026-05-25 13:42:42.110496+00:00,2026-05-25 13:42:25+00:00,801623,AXB2893,India,2026-05-25 13:42:24+00:00,2026-05-25 13:42:24+00:00,85.4173,23.6085,10363.2,11018.52,False,219.54,790.3439999999999,222.63,0.33,,False,0,India,34000.001088000005,36150.001156800005,"10,000-12,000 m",POINT(85.4173 23.6085)
2026-05-25 13:42:42.110496+00:00,2026-05-25 13:42:25+00:00,80160f,IGO1183,India,2026-05-25 13:42:24+00:00,2026-05-25 13:42:24+00:00,77.5329,13.041,5364.48,5585.46,False,174.48,628.1279999999999,163.38,11.05,,False,0,India,17600.0005632,18325.0005864,"5,000-10,000 m",POINT(77.5329 13.041)
2026-05-25 13:42:42.110496+00:00,2026-05-25 13:42:25+00:00,80161d,AKJ594F,India,2026-05-25 13:42:24+00:00,2026-05-25 13:42:24+00:00,77.227,28.1147,3352.8,3459.48,False,136.16,490.176,9.57,0.33,,False,0,India,11000.000352000001,11350.0003632,"0-5,000 m",POINT(77.227 28.1147)
